scenario	adapter	wrk	wall_ms	p50_ms	p99_ms	p999_ms	max_ms	max10_ms	Mtask_s	tasks_s	cores	cpu_pct	xTBB	xWinTP
rapida/baixa	oficial	16	6.054800	0.000500	0.000900	0.004000	0.045267	0.017140	3.303164	3303164.431525	28.386569	177.416058	1.323495	2.332959
rapida/baixa	g1-ring	16	3.446400	0.000400	0.000700	0.003400	0.020567	0.011540	5.803157	5803156.917363	0.000000	0.000000	2.325180	4.098654
rapida/baixa	g2-sub	16	7.552800	0.000500	0.001000	0.012300	0.094667	0.021060	2.648025	2648024.573668	0.000000	0.000000	1.060997	1.870247
rapida/baixa	g3-wrk	16	11.846300	0.000500	0.001100	0.005200	0.040633	0.015600	1.688291	1688290.858749	14.800723	92.504519	0.676456	1.192406
rapida/baixa	g4-park	16	6.633300	0.000500	0.000900	0.004600	0.094533	0.016180	3.015091	3015090.528093	28.266474	176.665461	1.208071	2.129498
rapida/baixa	all	16	6.170000	0.000400	0.000800	0.002900	0.037300	0.011140	3.241491	3241491.085900	27.856564	174.103525	1.298784	2.289400
rapida/baixa	final	16	3.429600	0.000400	0.001100	0.002400	0.129167	0.015910	5.831584	5831583.858176	0.000000	0.000000	2.336570	4.118731
rapida/baixa	TBB	16	8.013500	0.001800	0.008100	0.017800	0.070733	0.026800	2.495788	2495788.357147	19.498347	121.864666	1.000000	1.762725
rapida/baixa	WinTP	16	14.125600	0.013800	0.033100	0.049300	0.095033	0.051340	1.415869	1415869.060429	3.318443	20.740269	0.567303	1.000000
rapida/media	oficial	16	18.348000	0.000500	0.000800	0.003900	0.108067	0.044160	3.270111	3270111.183780	9.510959	59.443495	1.292539	2.279660
rapida/media	g1-ring	16	10.856300	0.000400	0.000700	0.002100	0.131300	0.021160	5.526745	5526744.839402	17.271078	107.944235	2.184492	3.852804
rapida/media	g2-sub	16	22.592200	0.000600	0.001000	0.007600	0.217433	0.130790	2.655784	2655783.854605	8.299325	51.870778	1.049721	1.851400
rapida/media	g3-wrk	16	37.313200	0.000600	0.001000	0.006600	0.193933	0.049180	1.608010	1608010.033983	11.088296	69.301850	0.635579	1.120976
rapida/media	g4-park	16	19.613100	0.000500	0.000800	0.004100	0.099233	0.033440	3.059180	3059179.833887	19.119874	119.499212	1.209166	2.132615
rapida/media	all	16	16.246000	0.000500	0.001000	0.003300	0.213800	0.027070	3.693217	3693216.791826	11.541302	72.133140	1.459775	2.574615
rapida/media	final	16	10.251400	0.000400	0.001100	0.001900	0.050500	0.019070	5.852859	5852859.121681	14.153080	88.456748	2.313391	4.080145
rapida/media	TBB	16	23.715500	0.001700	0.007600	0.019500	0.139267	0.052260	2.529991	2529990.934199	13.460892	84.130577	1.000000	1.763707
rapida/media	WinTP	16	41.827200	0.014100	0.060400	0.190000	0.204633	0.196760	1.434473	1434473.261418	2.640276	16.501722	0.566988	1.000000
rapida/alta	oficial	16	39.451800	0.000500	0.000900	0.004900	0.238133	0.086950	3.041686	3041686.310891	14.257905	89.111904	1.186177	2.056880
rapida/alta	g1-ring	16	19.279600	0.000400	0.000800	0.001800	0.035133	0.013970	6.224196	6224195.522729	19.450611	121.566319	2.427270	4.208988
rapida/alta	g2-sub	16	45.037300	0.000600	0.001000	0.005300	0.293500	0.105650	2.664458	2664458.126930	12.489647	78.060297	1.039068	1.801787
rapida/alta	g3-wrk	16	75.418600	0.000500	0.000900	0.005500	0.104400	0.037720	1.591119	1591119.432076	12.430621	77.691379	0.620494	1.075963
rapida/alta	g4-park	16	40.820700	0.000500	0.000900	0.004900	0.313667	0.182830	2.939685	2939685.012751	12.842114	80.263212	1.146399	1.987903
rapida/alta	all	16	38.231300	0.000400	0.000800	0.003500	0.081833	0.031790	3.138789	3138789.421233	13.631836	85.198976	1.224044	2.122544
rapida/alta	final	16	20.843500	0.000400	0.001200	0.002700	0.141567	0.051030	5.757190	5757190.491040	17.413254	108.832838	2.245151	3.893185
rapida/alta	TBB	16	46.796800	0.001700	0.007900	0.021600	0.178467	0.085100	2.564278	2564277.899344	13.689504	85.559403	1.000000	1.734042
rapida/alta	WinTP	16	81.147600	0.014400	0.071900	0.128800	0.163833	0.135780	1.478787	1478786.803307	2.888255	18.051597	0.576687	1.000000
rapida/ultra	oficial	16	56.058600	0.000500	0.000900	0.005000	0.402133	0.129800	3.210926	3210925.709882	12.395728	77.473301	1.262120	2.194769
rapida/ultra	g1-ring	16	32.024800	0.000400	0.001100	0.003300	0.135400	0.069750	5.620644	5620644.000899	16.654789	104.092434	2.209310	3.841888
rapida/ultra	g2-sub	16	67.648400	0.000600	0.001000	0.006700	0.267733	0.110400	2.660817	2660816.811632	13.609962	85.062260	1.045889	1.818753
rapida/ultra	g3-wrk	16	125.455100	0.000600	0.001000	0.005500	0.203433	0.053290	1.434776	1434776.266569	11.024667	68.904167	0.563968	0.980715
rapida/ultra	g4-park	16	56.910800	0.000500	0.000800	0.003400	0.260467	0.093530	3.162844	3162844.310746	12.199248	76.245299	1.243221	2.161904
rapida/ultra	all	16	50.585900	0.000400	0.001000	0.003600	0.142100	0.052640	3.558304	3558303.796117	11.555694	72.223090	1.398664	2.432213
rapida/ultra	final	16	31.689500	0.000400	0.001200	0.003100	0.310500	0.094420	5.680115	5680114.864545	11.374459	71.090371	2.232686	3.882538
rapida/ultra	TBB	16	70.752700	0.001700	0.007300	0.016100	0.187767	0.085410	2.544073	2544072.523027	13.912897	86.955604	1.000000	1.738954
rapida/ultra	WinTP	16	123.035700	0.014700	0.064300	0.108000	0.157033	0.145660	1.462990	1462990.010217	3.809870	23.811686	0.575058	1.000000
media/baixa	oficial	16	29.728300	12.987500	25.543700	25.819000	27.835700	25.834960	0.672760	672759.626349	14.632332	91.452074	0.978428	1.010529
media/baixa	g1-ring	16	29.088200	13.947400	26.533300	26.754700	26.020033	27.015280	0.687564	687564.029400	11.758689	73.491809	0.999959	1.032766
media/baixa	g2-sub	16	28.835700	13.673300	26.483300	26.720900	26.754067	26.738330	0.693585	693584.688424	16.295676	101.847973	1.008715	1.041809
media/baixa	g3-wrk	16	29.557000	13.559900	24.969200	25.091900	25.459833	25.103650	0.676659	676658.659539	15.859187	99.119921	0.984099	1.016385
media/baixa	g4-park	16	28.110800	12.645400	24.998400	25.135500	25.161633	25.148140	0.711470	711470.324573	15.711358	98.195989	1.034727	1.068675
media/baixa	all	16	30.181500	13.979000	27.876200	28.150100	28.419700	28.228190	0.662658	662657.588258	14.268476	89.177973	0.963736	0.995355
media/baixa	final	16	29.904400	14.269600	26.808500	27.234900	27.334500	27.284120	0.668798	668797.902650	14.629954	91.437213	0.972666	1.004578
media/baixa	TBB	16	29.087000	10.354700	21.568600	22.043500	24.550500	22.076010	0.687592	687592.395228	16.144865	100.905404	1.000000	1.032808
media/baixa	WinTP	16	30.041300	9.977400	18.583500	18.779700	23.965067	18.795830	0.665750	665750.150626	16.123636	100.772728	0.968234	1.000000
media/media	oficial	16	108.405400	26.515700	38.935300	39.330800	40.855000	39.355860	0.553478	553477.963275	14.701758	91.885990	1.042869	1.032299
media/media	g1-ring	16	107.374400	26.942100	41.128400	42.350200	54.686900	47.376220	0.558792	558792.412344	15.279480	95.496750	1.052882	1.042211
media/media	g2-sub	16	108.164800	9.420900	99.049900	100.041200	95.693700	100.141800	0.554709	554709.110542	13.867728	86.673299	1.045188	1.034595
media/media	g3-wrk	16	106.270900	21.178600	43.393200	43.501600	47.825033	43.524240	0.564595	564594.823230	14.940001	93.375006	1.063815	1.053033
media/media	g4-park	16	105.937200	26.081600	38.240500	38.700700	41.192600	38.804250	0.566373	566373.285305	15.219283	95.120518	1.067166	1.056350
media/media	all	16	104.878300	9.550400	99.000700	100.011600	97.031833	100.225140	0.572092	572091.652897	13.780703	86.129393	1.077941	1.067016
media/media	final	16	109.198700	25.766600	45.568800	46.411800	53.300633	46.497980	0.549457	549457.090606	14.022603	87.641268	1.035293	1.024800
media/media	TBB	16	113.052600	46.788800	86.392500	87.364100	87.044100	87.450390	0.530726	530726.405231	13.408827	83.805169	1.000000	0.989865
media/media	WinTP	16	111.906800	35.409900	68.009400	68.572200	63.368933	68.648800	0.536160	536160.447801	14.591319	91.195747	1.010239	1.000000
media/alta	oficial	16	249.522700	32.298900	52.608500	59.391500	59.336833	59.612010	0.480918	480918.168968	14.771436	92.321474	1.026101	1.034958
media/alta	g1-ring	16	249.864100	31.563400	47.493600	47.728100	62.075433	50.996440	0.480261	480261.069918	14.632954	91.455965	1.024699	1.033544
media/alta	g2-sub	16	255.424100	16.581500	33.944800	35.328400	115.571767	38.747270	0.469807	469806.881966	15.802900	98.768126	1.002393	1.011046
media/alta	g3-wrk	16	260.204300	32.526700	45.548300	46.241200	47.629000	46.602780	0.461176	461176.083562	13.631116	85.194475	0.983978	0.992472
media/alta	g4-park	16	263.005200	32.472900	45.494700	48.302200	56.049200	48.760000	0.456265	456264.743055	14.281009	89.256309	0.973499	0.981903
media/alta	all	16	282.106100	15.465100	77.046600	79.640000	135.794633	118.614840	0.425372	425371.872498	14.733818	92.086363	0.907585	0.915420
media/alta	final	16	250.840000	25.774400	47.535100	48.600800	59.004867	51.892940	0.478393	478392.600861	15.120954	94.505961	1.020712	1.029523
media/alta	TBB	16	256.035400	104.965700	203.189600	205.424000	201.357033	205.543300	0.468685	468685.189626	14.463332	90.395825	1.000000	1.008632
media/alta	WinTP	16	258.245600	100.071700	178.007700	179.561900	182.944600	179.814000	0.464674	464673.938297	14.990394	93.689964	0.991441	1.000000
media/ultra	oficial	16	464.475000	23.596400	59.779900	72.061200	155.835267	74.008770	0.387534	387534.312934	14.969858	93.561615	0.979104	0.945255
media/ultra	g1-ring	16	425.546800	25.197400	49.765200	53.406100	78.817733	61.749090	0.422985	422985.203978	14.980726	93.629537	1.068670	1.031725
media/ultra	g2-sub	16	439.505200	21.060200	96.457200	98.411500	156.775800	98.652110	0.409551	409551.468333	14.789359	92.433491	1.034730	0.998958
media/ultra	g3-wrk	16	469.215700	35.604600	55.639300	57.586200	60.384300	58.437260	0.383619	383618.877203	14.251108	89.069423	0.969212	0.935705
media/ultra	g4-park	16	463.190400	31.648100	69.728100	70.295400	83.379033	70.449620	0.388609	388609.090344	13.970285	87.314283	0.981819	0.947877
media/ultra	all	16	437.893900	19.863200	97.924900	113.974100	218.036567	114.451720	0.411058	411058.477864	14.308546	89.428412	1.038538	1.002634
media/ultra	final	16	448.067400	23.783600	72.585100	73.537900	84.650300	73.763450	0.401725	401725.276153	14.880676	93.004226	1.014957	0.979869
media/ultra	TBB	16	454.769300	194.427900	372.406300	376.226600	374.520800	376.611800	0.395805	395805.081829	14.463607	90.397544	1.000000	0.965429
media/ultra	WinTP	16	439.047400	184.147900	333.053500	336.276100	326.218500	336.655910	0.409979	409978.512571	14.924939	93.280868	1.035809	1.000000
mista/baixa	oficial	16	27.825600	1.460500	23.808500	24.232200	24.416733	24.254580	0.718763	718762.578345	16.284465	101.777904	0.980813	0.964335
mista/baixa	g1-ring	16	26.754400	2.164200	24.630700	25.369800	25.198100	25.439380	0.747541	747540.591454	16.936467	105.852916	1.020083	1.002945
mista/baixa	g2-sub	16	26.986000	12.535000	22.886400	23.083800	23.462467	23.099630	0.741125	741125.027792	17.370118	108.563236	1.011328	0.994338
mista/baixa	g3-wrk	16	25.052400	1.220200	21.917100	22.511000	20.690200	22.556070	0.798327	798326.707222	17.267419	107.921371	1.089385	1.071083
mista/baixa	g4-park	16	27.049900	5.612400	24.611100	24.648400	24.409800	24.649700	0.739374	739374.267557	15.596176	97.476100	1.008939	0.991989
mista/baixa	all	16	26.413100	12.609300	24.754100	24.975400	23.594967	24.991170	0.757200	757200.025745	16.149191	100.932442	1.033264	1.015905
mista/baixa	final	16	25.893800	1.732200	23.037600	23.706300	24.573633	23.718530	0.772386	772385.667612	18.102789	113.142432	1.053986	1.036279
mista/baixa	TBB	16	27.291700	10.147400	20.022600	20.414900	20.766200	20.427830	0.732824	732823.532429	16.858600	105.366250	1.000000	0.983200
mista/baixa	WinTP	16	26.833200	9.118600	17.495400	17.613900	17.792600	17.628020	0.745345	745345.318486	18.051332	112.820825	1.017087	1.000000
mista/media	oficial	16	89.120800	18.462600	60.749600	64.500700	66.233267	65.170780	0.673244	673243.507688	13.617236	85.107724	1.083219	1.023271
mista/media	g1-ring	16	93.518900	18.714700	74.899700	80.148300	86.916733	81.546640	0.641582	641581.541271	13.302718	83.141987	1.032276	0.975147
mista/media	g2-sub	16	90.732500	6.830400	87.641100	88.438000	79.708867	88.506850	0.661285	661284.545229	14.070374	87.939840	1.063977	1.005094
mista/media	g3-wrk	16	91.399800	21.226400	73.665800	75.506200	70.488633	75.543750	0.656457	656456.578680	14.728329	92.052054	1.056209	0.997756
mista/media	g4-park	16	89.858300	20.400600	77.406000	79.970700	75.138800	80.246450	0.667718	667717.951486	14.780215	92.376344	1.074328	1.014872
mista/media	all	16	87.946200	10.322700	34.756500	35.681800	58.886833	50.472710	0.682235	682235.275657	16.167555	101.047217	1.097686	1.036937
mista/media	final	16	95.459900	17.845700	57.128800	60.067800	66.362600	60.413040	0.628536	628536.170685	14.555983	90.974894	1.011286	0.955319
mista/media	TBB	16	96.537300	36.304600	73.304800	74.597300	73.438000	74.630960	0.621521	621521.422290	14.081345	88.008405	1.000000	0.944658
mista/media	WinTP	16	91.194700	31.286000	59.077300	59.681000	64.529533	59.717530	0.657933	657932.971982	13.605702	85.035638	1.058585	1.000000
mista/alta	oficial	16	236.835900	10.575000	69.395700	78.105000	85.420833	79.165890	0.506680	506679.941681	14.250373	89.064833	0.866484	0.911079
mista/alta	g1-ring	16	199.665700	23.537400	82.309800	91.674000	97.201133	93.434340	0.601005	601004.579154	14.978999	93.618747	1.027790	1.080687
mista/alta	g2-sub	16	195.757900	7.408900	87.270300	88.807100	89.259200	88.970860	0.613002	613002.080631	14.824349	92.652181	1.048308	1.102260
mista/alta	g3-wrk	16	202.992000	17.040200	112.099400	117.565300	120.936567	119.499730	0.591156	591156.301726	14.606799	91.292491	1.010949	1.062978
mista/alta	g4-park	16	209.873100	9.716700	105.358800	105.662400	105.053300	105.695150	0.571774	571774.086341	15.148837	94.680231	0.977803	1.028127
mista/alta	all	16	198.744800	8.491000	184.876200	186.599100	164.366100	191.436870	0.603789	603789.382162	14.559501	90.996878	1.032553	1.085694
mista/alta	final	16	200.245300	23.873400	71.642400	76.629400	81.488300	77.132300	0.599265	599265.001476	15.267354	95.420965	1.024816	1.077559
mista/alta	TBB	16	205.214500	80.238000	158.712900	161.253500	161.348567	161.358470	0.584754	584754.001301	14.999549	93.747183	1.000000	1.051466
mista/alta	WinTP	16	215.776100	76.497300	160.535000	161.780200	160.835667	161.927860	0.556132	556132.027597	14.141183	88.382392	0.951053	1.000000
mista/ultra	oficial	16	335.259500	15.018000	105.711800	116.358600	112.703067	117.333160	0.536898	536897.537579	15.527495	97.046843	1.035893	1.029089
mista/ultra	g1-ring	16	348.371800	26.334900	70.323500	87.028400	112.398133	88.939020	0.516689	516689.353157	13.984516	87.403224	0.996904	0.990355
mista/ultra	g2-sub	16	341.241300	8.296300	235.064500	237.920800	250.733733	238.194520	0.527486	527485.975467	15.430796	96.442477	1.017735	1.011050
mista/ultra	g3-wrk	16	331.683200	9.051000	200.124200	200.481800	187.463900	200.487730	0.542687	542686.515325	15.075789	94.223684	1.047063	1.040185
mista/ultra	g4-park	16	348.880900	12.981500	331.218500	333.507400	266.005000	333.764060	0.515935	515935.380813	15.269367	95.433545	0.995449	0.988910
mista/ultra	all	16	345.243900	12.135700	335.221500	338.417200	306.044933	338.929760	0.521371	521370.544128	14.990328	93.689553	1.005936	0.999328
mista/ultra	final	16	337.981200	20.896500	79.473700	94.358200	95.126467	95.390520	0.532574	532574.001157	14.839953	92.749704	1.027552	1.020802
mista/ultra	TBB	16	347.293100	145.723300	283.508500	286.796900	286.739067	287.264130	0.518294	518294.201641	14.823775	92.648594	1.000000	0.993431
mista/ultra	WinTP	16	345.011900	116.324200	235.494000	237.676800	244.421833	237.982380	0.521721	521721.134836	15.058854	94.117839	1.006612	1.000000
satur/alta	oficial	16	49.922700	0.000500	0.000800	0.005900	0.351300	0.138640	3.204955	3204954.860214	11.625239	72.657747	1.506367	2.239907
satur/alta	g1-ring	16	29.652400	0.000400	0.000700	0.002600	0.403133	0.156030	5.395853	5395853.286749	12.021038	75.131488	2.536115	3.771101
satur/alta	g2-sub	16	56.192400	0.000500	0.001000	0.006500	0.338933	0.171960	2.847360	2847360.141229	11.701511	73.134442	1.338293	1.989988
satur/alta	g3-wrk	16	91.950100	0.000600	0.000900	0.004000	0.119900	0.046940	1.740074	1740074.235917	12.234897	76.468106	0.817856	1.216118
satur/alta	g4-park	16	50.677900	0.000500	0.000800	0.002500	0.239300	0.071820	3.157195	3157194.753532	11.176104	69.850648	1.483919	2.206528
satur/alta	all	16	50.472600	0.000400	0.000800	0.002300	0.146833	0.038600	3.170037	3170036.812052	11.044461	69.027879	1.489955	2.215503
satur/alta	final	16	27.745700	0.000400	0.001200	0.002000	0.137467	0.038300	5.766659	5766659.338204	12.431035	77.693967	2.710398	4.030253
satur/alta	TBB	16	75.201900	0.001800	0.007300	0.015300	0.192733	0.084400	2.127606	2127605.818470	11.635344	72.720902	1.000000	1.486960
satur/alta	WinTP	16	111.822200	0.015700	0.067200	0.132600	0.146767	0.150310	1.430843	1430842.891662	4.049385	25.308658	0.672513	1.000000
satur/ultra	oficial	16	70.892100	0.000500	0.000800	0.003100	0.294733	0.087270	3.385427	3385426.584909	10.527217	65.795107	1.640806	2.366716
satur/ultra	g1-ring	16	42.823300	0.000400	0.000700	0.002800	0.406800	0.167200	5.604426	5604425.628104	12.614908	78.843174	2.716283	3.917996
satur/ultra	g2-sub	16	84.456500	0.000500	0.000900	0.005200	0.276333	0.190720	2.841700	2841699.573153	11.369649	71.060305	1.377279	1.986603
satur/ultra	g3-wrk	16	145.871800	0.000500	0.001000	0.004600	0.157600	0.056080	1.645280	1645280.307777	11.287473	70.546709	0.797414	1.150198
satur/ultra	g4-park	16	75.567000	0.000500	0.000800	0.002700	0.277733	0.073650	3.175990	3175989.519235	11.992669	74.954180	1.539299	2.220301
satur/ultra	all	16	69.859400	0.000400	0.000900	0.002100	0.071000	0.027470	3.435472	3435471.819111	12.665684	79.160525	1.665062	2.401703
satur/ultra	final	16	46.389400	0.000400	0.000900	0.002300	0.208600	0.075920	5.173596	5173595.692119	12.081627	75.510167	2.507474	3.616807
satur/ultra	TBB	16	116.320200	0.001800	0.007600	0.016600	0.479667	0.083610	2.063270	2063270.180072	11.922041	74.512759	1.000000	1.442411
satur/ultra	WinTP	16	167.781500	0.015200	0.085600	0.248800	0.282200	0.264930	1.430432	1430431.841413	4.323145	27.019658	0.693284	1.000000
rajada-curta/media	oficial	16	17.449800	0.000500	0.000800	0.002300	0.096033	0.030990	3.438435	3438434.824468	10.807415	67.546342	1.602523	2.309476
rajada-curta/media	g1-ring	16	9.920500	0.000400	0.001100	0.002400	0.196933	0.044370	6.048082	6048082.253919	16.805292	105.033073	2.818779	4.062285
rajada-curta/media	g2-sub	16	21.535000	0.000600	0.001000	0.005200	0.127167	0.071750	2.786162	2786162.061760	8.706756	54.417228	1.298523	1.871368
rajada-curta/media	g3-wrk	16	34.164200	0.000500	0.000900	0.003600	0.054933	0.027070	1.756224	1756224.351807	10.803336	67.520850	0.818509	1.179594
rajada-curta/media	g4-park	16	19.924700	0.000500	0.000800	0.002800	0.197700	0.032690	3.011338	3011337.686389	17.159016	107.243850	1.403469	2.022610
rajada-curta/media	all	16	17.875400	0.000400	0.000900	0.002900	0.020833	0.011110	3.356568	3356568.244627	10.489276	65.557974	1.564368	2.254489
rajada-curta/media	final	16	10.536000	0.000400	0.000800	0.002000	0.102533	0.026980	5.694761	5694760.820046	18.456513	115.353207	2.654110	3.824972
rajada-curta/media	TBB	16	27.963700	0.001700	0.007100	0.016000	0.094633	0.047680	2.145639	2145638.810315	16.762803	104.767520	1.000000	1.441150
rajada-curta/media	WinTP	16	40.299900	0.014800	0.063100	0.130300	0.127133	0.131760	1.488837	1488837.441284	6.203489	38.771808	0.693890	1.000000
rajada-mista/media	oficial	16	113.265600	28.177400	93.084000	98.009800	94.605667	98.439320	0.529728	529728.355299	14.213152	88.832199	1.019855	1.042944
rajada-mista/media	g1-ring	16	112.617400	27.784600	79.469300	84.067200	89.390600	84.757230	0.532777	532777.350569	14.507572	90.672322	1.025725	1.048947
rajada-mista/media	g2-sub	16	113.478500	7.829100	109.508400	110.441500	111.465900	110.545120	0.528735	528734.517992	13.906819	86.917621	1.017942	1.040987
rajada-mista/media	g3-wrk	16	113.202900	20.637400	89.777500	92.572200	83.178467	92.843630	0.530022	530021.757393	15.458968	96.618550	1.020420	1.043522
rajada-mista/media	g4-park	16	113.268000	17.898700	75.213400	79.215500	72.762633	79.588950	0.529717	529717.131052	15.725977	98.287358	1.019833	1.042922
rajada-mista/media	all	16	113.686400	8.941800	111.219400	112.176600	110.809733	112.424880	0.527768	527767.613364	15.118343	94.489644	1.016080	1.039084
rajada-mista/media	final	16	112.523200	23.481600	97.059700	100.417100	103.413400	100.834360	0.533223	533223.370825	13.809453	86.309083	1.026584	1.049825
rajada-mista/media	TBB	16	115.514500	47.294500	93.274600	94.713500	95.819833	94.823670	0.519415	519415.311498	13.932234	87.076460	1.000000	1.022640
rajada-mista/media	WinTP	16	118.129700	48.069200	88.316800	89.114900	90.259400	89.197710	0.507916	507916.298780	13.611722	85.073260	0.977862	1.000000
mista-massiva/alta	oficial	16	337.253200	23.017700	61.478200	72.980700	91.423433	74.320890	0.533724	533723.623675	14.168837	88.555230	0.991454	0.924311
mista-massiva/alta	g1-ring	16	303.822400	22.485900	74.739300	90.726700	131.736467	98.909990	0.592451	592451.379490	15.068425	94.177655	1.100547	1.026017
mista-massiva/alta	g2-sub	16	306.813200	7.679000	301.702900	304.223000	300.021233	304.518580	0.586676	586676.192550	14.976413	93.602583	1.089819	1.016016
mista-massiva/alta	g3-wrk	16	307.101700	21.164200	67.049900	79.043500	87.910833	80.614730	0.586125	586125.052385	14.653126	91.582039	1.088795	1.015061
mista-massiva/alta	g4-park	16	308.092500	26.020900	74.780800	89.391500	114.579333	91.424830	0.584240	584240.122690	14.453857	90.336608	1.085294	1.011797
mista-massiva/alta	all	16	308.179900	9.244600	261.922400	264.636900	236.918700	265.208910	0.584074	584074.431850	14.601861	91.261630	1.084986	1.011510
mista-massiva/alta	final	16	325.481300	19.230000	82.064600	95.559000	99.968467	97.144010	0.553027	553027.163158	14.109107	88.181918	1.027312	0.957742
mista-massiva/alta	TBB	16	334.370900	136.746200	270.870300	273.953200	263.051033	274.400890	0.538324	538324.357772	14.392700	89.954374	1.000000	0.932279
mista-massiva/alta	WinTP	16	311.727000	114.289400	221.336100	223.022700	215.878900	223.220720	0.577428	577428.326709	14.561293	91.008080	1.072640	1.000000
mista-massiva/ultra	oficial	16	477.040400	8.681300	80.738400	103.093300	210.478133	107.325640	0.503102	503102.043349	14.542793	90.892459	1.021835	1.009457
mista-massiva/ultra	g1-ring	16	464.231300	19.156700	95.770200	112.138200	147.236033	115.495440	0.516984	516983.667409	15.015399	93.846243	1.050030	1.037310
mista-massiva/ultra	g2-sub	16	482.055700	9.308900	396.224300	400.695600	379.402000	401.095540	0.497868	497867.777520	14.748036	92.175227	1.011204	0.998954
mista-massiva/ultra	g3-wrk	16	511.632200	11.203800	80.170800	85.814400	209.545333	86.515280	0.469087	469086.973025	15.055982	94.099885	0.952748	0.941207
mista-massiva/ultra	g4-park	16	461.267300	19.895500	77.387900	99.487700	177.014400	100.878290	0.520306	520305.688264	15.093743	94.335891	1.056777	1.043975
mista-massiva/ultra	all	16	471.552300	9.377900	209.786900	213.839500	207.170500	214.691830	0.508957	508957.330926	15.112781	94.454884	1.033728	1.021205
mista-massiva/ultra	final	16	477.278100	30.805300	68.101400	92.324600	126.091800	95.170630	0.502851	502851.482186	15.157567	94.734797	1.021326	1.008954
mista-massiva/ultra	TBB	16	487.456600	198.617700	398.139500	402.317800	402.225667	402.725760	0.492352	492351.524218	15.054298	94.089362	1.000000	0.987886
mista-massiva/ultra	WinTP	16	481.551700	165.450300	329.535800	332.869700	340.850500	333.250380	0.498389	498388.854198	15.217733	95.110829	1.012262	1.000000
malloc-default/media	oficial	16	34.420200	7.346600	12.521700	13.318700	13.781800	13.440050	1.743162	1743162.445308	14.526354	90.789711	1.095711	1.430056
malloc-default/media	g1-ring	16	33.916400	7.947700	12.472500	12.518800	12.934333	12.645150	1.769056	1769055.678079	18.555180	115.969873	1.111987	1.451298
malloc-default/media	g2-sub	16	33.856300	2.635100	30.840700	31.117900	28.504367	31.144800	1.772196	1772196.016694	14.768300	92.301876	1.113961	1.453874
