scenario	adapter	wrk	wall_ms	p50_ms	p99_ms	p999_ms	max_ms	max10_ms	Mtask_s	tasks_s	cores	cpu_pct
rapida/media	oficial	16	18.678300	0.000500	0.424700	0.491500	0.768950	0.502895	3.212390	3212389.982347	11.957189	74.732433
rapida/media	bug001	16	19.247700	0.000500	0.000900	0.003700	0.378680	0.103320	3.117269	3117269.369711	10.794225	67.463909
rapida/media	perf001-A:ctrs-pad	16	19.016600	0.000500	0.099700	0.134550	0.585610	0.205485	3.155147	3155147.358002	10.734366	67.089786
rapida/media	perf002-B:struct-pad	16	18.795150	0.000500	0.137200	0.191150	0.416430	0.280295	3.192313	3192312.952284	11.169128	69.807048
rapida/media	perf003-C:wake-alvo	16	19.880350	0.000500	0.342800	0.420800	0.420040	0.432900	3.018102	3018101.798167	11.620948	72.630922
rapida/media	perf004-D:ctr-worker	16	19.781300	0.000500	0.000900	0.005750	0.427420	0.147185	3.033212	3033212.226762	9.978373	62.364830
rapida/media	perf005-E:elastic-lote	16	20.090150	0.000500	0.154450	0.214900	0.625750	0.308745	2.986839	2986839.092830	9.761921	61.012008
rapida/media	all:bugs+A..E	16	17.180350	0.000500	0.120200	0.185950	0.589890	0.232875	3.492507	3492507.044652	14.070462	87.940389
rapida/media	TBB	16	20.881250	0.001650	0.138400	0.210650	0.923070	0.498745	2.873392	2873391.788738	11.059815	69.123844
rapida/media	WinTP	16	45.656000	0.009250	0.943250	0.984200	0.983260	0.988405	1.314211	1314211.136714	4.321282	27.008014
rapida/alta	oficial	16	39.168000	0.000500	0.000800	0.002500	0.277360	0.112740	3.063726	3063725.921737	11.521100	72.006875
rapida/alta	bug001	16	39.630400	0.000500	0.000900	0.002600	0.485220	0.132310	3.028073	3028073.456046	12.048318	75.301989
rapida/alta	perf001-A:ctrs-pad	16	38.886350	0.000500	0.000900	0.002750	0.516760	0.156635	3.086225	3086225.147150	11.271555	70.447217
rapida/alta	perf002-B:struct-pad	16	37.533900	0.000500	0.000800	0.002800	0.341640	0.091850	3.197564	3197564.134803	11.792360	73.702252
rapida/alta	perf003-C:wake-alvo	16	38.504100	0.000500	0.000900	0.002500	0.326610	0.089435	3.116566	3116565.775956	10.860078	67.875488
rapida/alta	perf004-D:ctr-worker	16	37.857950	0.000500	0.000850	0.002400	0.362210	0.106135	3.169748	3169748.328102	11.804828	73.780177
rapida/alta	perf005-E:elastic-lote	16	40.511700	0.000500	0.000900	0.002750	0.362870	0.145175	2.962162	2962162.139112	12.274875	76.717968
rapida/alta	all:bugs+A..E	16	34.472900	0.000500	0.000800	0.002400	0.364720	0.124480	3.481181	3481181.389536	12.737105	79.606904
rapida/alta	TBB	16	41.993150	0.001500	0.039400	0.099950	0.591190	0.499385	2.857609	2857609.281733	15.785596	98.659974
rapida/alta	WinTP	16	89.625150	0.009050	0.103350	0.212850	0.273230	0.220445	1.338910	1338910.353334	3.557745	22.235905
rapida/ultra	oficial	16	59.410150	0.000500	0.000900	0.002350	0.308920	0.099615	3.029805	3029805.055874	12.481616	78.010101
rapida/ultra	bug001	16	58.305200	0.000500	0.000900	0.002250	0.258030	0.079840	3.087214	3087213.713925	13.710704	85.691900
rapida/ultra	perf001-A:ctrs-pad	16	55.687050	0.000500	0.000800	0.002300	0.274520	0.087810	3.232401	3232400.608236	13.447706	84.048165
rapida/ultra	perf002-B:struct-pad	16	56.297800	0.000500	0.000850	0.002550	0.301750	0.114260	3.197363	3197362.563175	13.041274	81.507962
rapida/ultra	perf003-C:wake-alvo	16	58.592300	0.000500	0.000900	0.002350	0.346910	0.124595	3.072113	3072113.045481	13.484125	84.275779
rapida/ultra	perf004-D:ctr-worker	16	56.530150	0.000500	0.000900	0.002300	0.252350	0.097995	3.184260	3184259.508054	12.185809	76.161305
rapida/ultra	perf005-E:elastic-lote	16	57.828900	0.000500	0.000900	0.002450	0.539200	0.123490	3.112666	3112665.892203	13.879717	86.748232
rapida/ultra	all:bugs+A..E	16	52.011600	0.000500	0.000800	0.002250	0.273340	0.094045	3.460787	3460787.306425	12.857273	80.357959
rapida/ultra	TBB	16	62.618650	0.001500	0.026000	0.078050	0.700210	0.498755	2.874543	2874542.978497	13.557462	84.734140
rapida/ultra	WinTP	16	136.883100	0.009000	0.088150	0.161100	0.350880	0.186375	1.314992	1314991.526813	3.630137	22.688355
media/baixa	oficial	16	29.639300	13.518600	25.616250	25.831650	23.995450	25.844935	0.674797	674796.867915	15.573010	97.331310
media/baixa	bug001	16	29.120000	10.996700	24.419950	24.542050	22.978110	24.551390	0.686822	686821.762957	15.523336	97.020850
media/baixa	perf001-A:ctrs-pad	16	30.281050	13.460250	25.985950	26.133600	24.680440	26.147150	0.660524	660524.190807	15.009926	93.812037
media/baixa	perf002-B:struct-pad	16	28.787900	11.349050	23.332700	23.504150	22.550410	23.517335	0.694755	694754.668020	14.733094	92.081839
media/baixa	perf003-C:wake-alvo	16	30.274300	13.031250	25.424800	25.622900	25.377870	25.635315	0.660686	660686.421327	14.423470	90.146689
media/baixa	perf004-D:ctr-worker	16	30.138850	13.806300	25.358700	25.619900	26.014110	25.632210	0.663723	663723.392922	14.677107	91.731917
media/baixa	perf005-E:elastic-lote	16	29.553750	11.054050	23.374200	23.526200	23.443700	23.546265	0.676734	676733.985310	15.242600	95.266251
media/baixa	all:bugs+A..E	16	29.580400	13.709450	26.023000	26.174550	26.495960	26.187040	0.676127	676127.351447	14.891353	93.070953
media/baixa	TBB	16	30.133900	11.589150	22.547000	23.485750	25.163510	23.515780	0.663705	663705.479180	13.630461	85.190384
media/baixa	WinTP	16	30.489600	11.010650	19.905800	20.077050	20.320400	20.089790	0.655965	655964.506857	15.052809	94.080055
media/media	oficial	16	111.610050	20.767250	37.478350	38.140350	42.687850	38.163065	0.537618	537617.935606	14.270174	89.188587
media/media	bug001	16	110.323050	18.474000	42.301050	43.385800	44.296530	43.481715	0.543901	543900.679171	14.447362	90.296011
media/media	perf001-A:ctrs-pad	16	108.430550	21.466750	38.441100	39.764300	47.044410	39.859180	0.553351	553351.316927	14.095379	88.096119
media/media	perf002-B:struct-pad	16	115.089100	21.126250	40.402650	40.858500	41.948760	40.931175	0.521338	521337.820797	13.610022	85.062638
media/media	perf003-C:wake-alvo	16	115.067850	24.432600	38.734200	40.152650	46.918990	40.430735	0.522981	522981.232863	15.160491	94.753067
media/media	perf004-D:ctr-worker	16	111.866650	23.650650	39.266550	41.087600	43.207450	41.214235	0.536353	536353.415141	14.123280	88.270501
media/media	perf005-E:elastic-lote	16	120.020050	21.511250	38.146000	39.143600	44.600270	39.761590	0.500035	500034.950406	14.301302	89.383140
media/media	all:bugs+A..E	16	121.430400	23.864950	42.442600	44.234450	47.457240	44.586335	0.494611	494610.509249	13.909786	86.936164
media/media	TBB	16	110.890250	46.258400	88.864850	89.755500	91.506420	89.814715	0.541118	541118.300359	14.930855	93.317845
media/media	WinTP	16	115.904250	36.725200	72.123250	73.106600	73.930790	73.185775	0.517718	517718.032702	13.791865	86.199158
media/alta	oficial	16	256.617450	27.530400	57.302600	60.165250	65.347430	60.315635	0.467764	467764.035485	14.307788	89.423676
media/alta	bug001	16	258.009850	24.003050	46.136000	47.812400	55.023970	48.074950	0.465099	465098.595734	15.008418	93.802615
media/alta	perf001-A:ctrs-pad	16	254.811250	25.748100	50.289200	52.078000	53.733380	52.635170	0.470937	470936.900924	14.809253	92.557830
media/alta	perf002-B:struct-pad	16	257.583900	25.398650	51.302300	51.779950	60.985320	51.852525	0.465873	465873.468704	15.144807	94.655044
media/alta	perf003-C:wake-alvo	16	251.128500	24.968600	47.693000	51.589150	57.818590	52.126695	0.477880	477879.995830	15.037213	93.982579
media/alta	perf004-D:ctr-worker	16	259.065600	31.280250	53.716050	56.036000	71.784880	56.326380	0.463209	463208.701747	15.126978	94.543611
media/alta	perf005-E:elastic-lote	16	252.905400	24.573400	47.987400	48.697550	70.780970	48.938195	0.474489	474488.630387	15.408250	96.301560
media/alta	all:bugs+A..E	16	252.507850	22.830200	44.169650	46.447900	59.684920	47.670740	0.475252	475252.303343	14.904836	93.155225
media/alta	TBB	16	266.362750	109.337900	213.478150	215.633650	220.734720	215.789350	0.450515	450515.489186	14.700014	91.875085
media/alta	WinTP	16	252.785750	82.784550	172.271750	174.076550	181.648170	174.300030	0.474839	474839.329346	15.100433	94.377708
media/ultra	oficial	16	429.375550	23.932150	50.134500	59.119350	61.362640	59.970510	0.419281	419281.027450	15.683871	98.024193
media/ultra	bug001	16	430.749100	29.568700	52.744650	55.570550	58.413170	55.946665	0.417877	417877.345244	15.499582	96.872387
media/ultra	perf001-A:ctrs-pad	16	432.214300	26.710800	62.510100	65.590650	93.425530	65.837705	0.416460	416460.313274	15.386443	96.165269
media/ultra	perf002-B:struct-pad	16	431.343000	34.716700	55.551350	56.640700	57.732770	58.522190	0.417312	417312.009878	15.599232	97.495203
media/ultra	perf003-C:wake-alvo	16	441.700850	36.747050	56.511700	57.921750	86.423530	58.088370	0.407516	407516.010748	15.431360	96.446000
media/ultra	perf004-D:ctr-worker	16	433.560550	29.690500	51.882900	53.426600	62.721730	54.358705	0.415168	415167.903123	15.394260	96.214128
media/ultra	perf005-E:elastic-lote	16	443.472850	27.766500	54.820950	58.973650	62.402700	60.069300	0.405898	405898.406581	15.473910	96.711937
media/ultra	all:bugs+A..E	16	446.467500	30.033000	56.408600	59.987700	62.757950	61.669595	0.403177	403176.537107	15.314329	95.714559
media/ultra	TBB	16	447.682200	193.343650	377.045450	380.941050	382.314560	381.471135	0.402071	402070.952977	15.281097	95.506857
media/ultra	WinTP	16	436.752900	178.398900	338.445000	341.543200	342.678820	341.891790	0.412134	412133.943083	15.411662	96.322889
mista/baixa	oficial	16	26.648950	2.126050	23.402400	24.012450	21.918070	24.068080	0.750500	750500.350206	16.430493	102.690584
mista/baixa	bug001	16	26.474650	2.679350	22.532350	22.846000	22.596250	22.953625	0.755532	755532.461673	12.004718	75.029486
mista/baixa	perf001-A:ctrs-pad	16	26.399150	2.494850	22.654750	22.990200	23.449210	23.039610	0.757749	757748.959802	12.873996	80.462476
mista/baixa	perf002-B:struct-pad	16	26.892250	1.695650	22.416300	23.022700	22.929300	23.070205	0.743710	743709.504209	9.778590	61.116190
mista/baixa	perf003-C:wake-alvo	16	26.745800	2.039550	22.428950	22.949000	22.511560	22.977270	0.747790	747789.559691	14.415497	90.096857
mista/baixa	perf004-D:ctr-worker	16	26.442950	1.841500	22.341900	22.949850	22.802230	22.989205	0.756535	756535.258561	11.321791	70.761197
mista/baixa	perf005-E:elastic-lote	16	27.382600	2.127500	23.857950	24.375500	24.857240	24.431180	0.730421	730421.144591	11.063159	69.144743
mista/baixa	all:bugs+A..E	16	26.784100	1.662700	22.141400	22.742100	22.560870	22.807920	0.746713	746712.965517	9.020100	56.375625
mista/baixa	TBB	16	26.736200	9.792300	19.354950	19.675100	20.216800	19.748440	0.748060	748060.455773	13.692156	85.575972
mista/baixa	WinTP	16	28.052750	6.361550	14.604700	14.784500	14.840950	14.796035	0.712947	712947.455626	14.460494	90.378086
mista/media	oficial	16	89.379350	12.328050	54.015200	57.732600	57.127640	57.953215	0.671313	671313.345763	14.876109	92.975680
mista/media	bug001	16	89.686750	12.457950	50.612850	52.638800	54.039320	52.798310	0.669096	669095.728141	14.414908	90.093176
mista/media	perf001-A:ctrs-pad	16	88.745650	15.921200	57.112650	57.891950	58.673050	57.956610	0.676091	676090.986451	14.950713	93.441956
mista/media	perf002-B:struct-pad	16	90.707000	16.298300	75.362300	79.692750	68.413330	79.901370	0.661481	661481.001723	14.782064	92.387903
mista/media	perf003-C:wake-alvo	16	89.679850	9.838600	58.034800	60.343850	56.494160	60.560445	0.669049	669049.313983	14.013690	87.585562
mista/media	perf004-D:ctr-worker	16	92.373850	14.041650	51.682050	54.128250	54.195520	54.958300	0.649535	649534.526888	14.089695	88.060594
mista/media	perf005-E:elastic-lote	16	90.248450	17.699350	74.704450	78.984750	71.634000	79.367565	0.664846	664846.110366	13.871704	86.698153
mista/media	all:bugs+A..E	16	90.936700	13.516250	60.721150	63.022600	59.468670	63.262610	0.659802	659801.876145	13.705653	85.660330
mista/media	TBB	16	92.834300	35.599150	72.529050	73.239100	72.570050	73.337245	0.646330	646329.781432	14.191148	88.694677
mista/media	WinTP	16	92.713600	30.943850	60.632600	61.146150	58.075160	61.177125	0.647266	647265.553393	15.288055	95.550345
mista/alta	oficial	16	212.666200	16.333800	89.216500	100.305950	111.447320	101.293575	0.564299	564298.930444	14.614266	91.339163
mista/alta	bug001	16	208.091750	15.832500	82.570950	92.114450	100.981810	93.279045	0.576691	576691.498756	14.223983	88.899891
mista/alta	perf001-A:ctrs-pad	16	208.664450	14.469650	74.773050	84.214750	107.249880	84.931035	0.575090	575090.069573	15.115168	94.469798
mista/alta	perf002-B:struct-pad	16	200.605950	17.884350	75.636900	85.130050	82.360170	86.361190	0.598190	598190.368398	15.025348	93.908424
mista/alta	perf003-C:wake-alvo	16	211.767900	15.446600	92.000550	101.750550	106.339200	102.632315	0.566658	566658.131638	14.242765	89.017279
mista/alta	perf004-D:ctr-worker	16	202.284400	12.754250	74.592600	83.775300	91.671550	84.378015	0.593237	593237.041748	14.804019	92.525116
mista/alta	perf005-E:elastic-lote	16	220.604050	11.588500	69.997050	78.272350	86.419530	78.897495	0.543985	543985.325488	14.802820	92.517625
mista/alta	all:bugs+A..E	16	211.869100	17.188650	74.170900	78.275450	93.003770	78.500795	0.567060	567060.222355	14.529583	90.809894
mista/alta	TBB	16	215.891700	85.010450	169.329950	171.175700	169.738590	171.275150	0.555838	555838.404385	14.068665	87.929158
mista/alta	WinTP	16	214.709300	75.952750	139.775100	141.130750	136.332660	141.283340	0.559116	559115.809083	14.336430	89.602690
mista/ultra	oficial	16	355.339600	14.491450	78.491500	92.374200	97.111380	92.579315	0.506602	506601.920882	14.392062	89.950390
mista/ultra	bug001	16	353.019350	19.502950	88.374400	106.414450	110.362400	108.976725	0.510024	510023.564939	14.898919	93.118243
mista/ultra	perf001-A:ctrs-pad	16	353.172900	15.295500	73.916100	86.416300	140.611440	88.222385	0.509689	509688.669792	14.812917	92.580733
mista/ultra	perf002-B:struct-pad	16	355.070150	15.839750	89.877000	107.893750	129.676620	109.299040	0.506959	506958.633930	15.198532	94.990827
mista/ultra	perf003-C:wake-alvo	16	357.518450	16.547600	104.100600	111.378900	133.467040	112.237725	0.503480	503480.403981	14.915599	93.222494
mista/ultra	perf004-D:ctr-worker	16	359.224050	14.120000	70.959850	86.507750	90.667930	87.464425	0.501081	501080.640434	14.628213	91.426329
mista/ultra	perf005-E:elastic-lote	16	357.065600	11.941950	71.181700	85.883700	116.238470	87.000250	0.504135	504134.970746	14.798750	92.492187
mista/ultra	all:bugs+A..E	16	345.031950	17.725450	73.218550	76.205650	87.039290	76.852200	0.521691	521690.877779	14.759698	92.248114
mista/ultra	TBB	16	370.241750	146.737700	280.556150	283.698200	286.680010	283.906625	0.486294	486293.530703	14.427314	90.170710
mista/ultra	WinTP	16	351.333550	121.979500	238.347350	239.644950	245.964940	239.894335	0.512354	512354.312666	14.430649	90.191558
satur/alta	oficial	16	52.937700	0.000500	0.000850	0.002650	0.836140	0.183445	3.022429	3022428.560292	11.475857	71.724107
satur/alta	bug001	16	52.276550	0.000500	0.000900	0.002700	0.817530	0.161140	3.060849	3060848.567465	11.105952	69.412201
satur/alta	perf001-A:ctrs-pad	16	49.634000	0.000500	0.000900	0.002600	0.634960	0.183655	3.223606	3223606.115556	12.125238	75.782736
satur/alta	perf002-B:struct-pad	16	48.935550	0.000500	0.000800	0.002550	0.573670	0.172755	3.269715	3269714.508068	11.740526	73.378287
satur/alta	perf003-C:wake-alvo	16	52.627700	0.000500	0.000900	0.002600	0.559580	0.184655	3.040310	3040310.494509	13.315466	83.221662
satur/alta	perf004-D:ctr-worker	16	50.327750	0.000500	0.000900	0.002400	0.655860	0.186820	3.179190	3179189.965251	11.858963	74.118516
satur/alta	perf005-E:elastic-lote	16	51.818150	0.000500	0.000900	0.002500	0.373660	0.114920	3.087722	3087721.980568	13.032698	81.454365
satur/alta	all:bugs+A..E	16	46.445050	0.000500	0.000800	0.002500	0.594940	0.179900	3.445314	3445314.405337	12.995538	81.222112
satur/alta	TBB	16	65.889200	0.001500	0.035050	0.130200	0.902850	0.596405	2.428382	2428382.356384	13.346305	83.414405
satur/alta	WinTP	16	120.439650	0.008950	0.197450	0.384150	0.484900	0.388095	1.328469	1328469.068750	3.737594	23.359963
satur/ultra	oficial	16	77.452100	0.000500	0.000900	0.002350	0.933520	0.210845	3.098690	3098689.956299	13.147337	82.170858
satur/ultra	bug001	16	77.869850	0.000500	0.000900	0.002450	0.754850	0.213165	3.082111	3082110.661118	13.090812	81.817575
satur/ultra	perf001-A:ctrs-pad	16	74.531800	0.000500	0.000900	0.002400	1.643810	0.171770	3.220195	3220195.238979	13.234218	82.713863
satur/ultra	perf002-B:struct-pad	16	73.766650	0.000500	0.000800	0.002450	0.881640	0.162325	3.253579	3253578.780515	13.799364	86.246023
satur/ultra	perf003-C:wake-alvo	16	77.107200	0.000500	0.000900	0.002400	0.745630	0.188510	3.112665	3112665.399633	12.051193	75.319954
satur/ultra	perf004-D:ctr-worker	16	74.811100	0.000500	0.000900	0.002450	0.480270	0.169215	3.208095	3208094.998020	12.977976	81.112353
satur/ultra	perf005-E:elastic-lote	16	76.922350	0.000500	0.000900	0.002600	0.872790	0.225070	3.120093	3120093.361465	13.066920	81.668249
satur/ultra	all:bugs+A..E	16	69.505350	0.000500	0.000800	0.002450	0.727340	0.235770	3.453399	3453399.131738	12.289835	76.811472
satur/ultra	TBB	16	100.059250	0.001500	0.016100	0.081900	1.100200	0.619990	2.398641	2398641.169047	13.512514	84.453213
satur/ultra	WinTP	16	183.093450	0.009000	0.235650	0.465450	0.888230	0.477765	1.310806	1310806.065340	3.488472	21.802950
rajada-curta/media	oficial	16	19.392050	0.000500	0.234700	0.320800	0.408130	0.342385	3.094549	3094548.810582	10.687622	66.797636
rajada-curta/media	bug001	16	19.538050	0.000500	0.000900	0.002500	0.306360	0.067225	3.072297	3072297.296426	13.033437	81.458981
rajada-curta/media	perf001-A:ctrs-pad	16	19.117300	0.000500	0.000900	0.004950	0.533390	0.152400	3.140876	3140876.432809	10.744267	67.151668
rajada-curta/media	perf002-B:struct-pad	16	18.094700	0.000500	0.116450	0.172850	0.433370	0.216060	3.315898	3315897.684990	12.190558	76.190987
rajada-curta/media	perf003-C:wake-alvo	16	19.626050	0.000500	0.000900	0.002800	0.336730	0.090655	3.057518	3057518.200230	11.178503	69.865645
rajada-curta/media	perf004-D:ctr-worker	16	18.443350	0.000500	0.198150	0.289750	0.412350	0.301915	3.253896	3253895.993994	11.542561	72.141009
rajada-curta/media	perf005-E:elastic-lote	16	19.849150	0.000500	0.001000	0.007850	0.425670	0.159540	3.022800	3022800.209350	11.498498	71.865612
rajada-curta/media	all:bugs+A..E	16	17.223300	0.000500	0.022600	0.052200	0.355650	0.142005	3.483670	3483669.738333	12.066761	75.417255
rajada-curta/media	TBB	16	25.079950	0.001500	0.017700	0.072000	0.811840	0.524940	2.392355	2392354.890004	15.406764	96.292274
rajada-curta/media	WinTP	16	45.002100	0.008900	1.082300	1.106700	1.097050	1.109645	1.333276	1333276.411131	3.137000	19.606247
rajada-mista/media	oficial	16	115.553100	18.882050	61.002700	62.628800	71.500150	62.954645	0.519245	519244.546366	15.873856	99.211598
rajada-mista/media	bug001	16	115.107800	13.314000	86.359300	87.964400	84.939660	88.121840	0.521257	521257.306532	14.891089	93.069308
rajada-mista/media	perf001-A:ctrs-pad	16	115.410600	21.555600	80.487400	83.188400	80.725760	83.431950	0.519889	519888.792319	14.994280	93.714251
rajada-mista/media	perf002-B:struct-pad	16	113.688250	18.224750	71.735150	74.027750	77.581210	74.204585	0.527772	527772.081034	14.025274	87.657962
rajada-mista/media	perf003-C:wake-alvo	16	113.680150	18.068900	93.942850	96.866200	90.771330	97.139685	0.527797	527796.657331	15.369093	96.056831
rajada-mista/media	perf004-D:ctr-worker	16	114.450100	18.079250	91.921850	94.196450	92.969620	94.401145	0.524246	524246.233755	15.016590	93.853688
rajada-mista/media	perf005-E:elastic-lote	16	114.862200	19.759400	74.665050	76.751500	71.978800	76.933410	0.522372	522372.161260	15.495798	96.848736
rajada-mista/media	all:bugs+A..E	16	114.130550	20.241750	95.413350	98.014150	88.106650	98.395635	0.525714	525714.055231	14.950022	93.437636
rajada-mista/media	TBB	16	115.852150	47.361650	94.977650	95.800500	98.340010	95.867360	0.517903	517902.924499	15.105831	94.411446
rajada-mista/media	WinTP	16	118.179950	38.762350	81.668700	82.447500	79.562630	82.527825	0.507701	507701.051358	14.671750	91.698439
mista-massiva/alta	oficial	16	311.334050	12.735000	84.933850	96.903050	156.494960	98.060930	0.578157	578157.157310	15.101942	94.387138
mista-massiva/alta	bug001	16	309.369600	16.034850	67.847700	77.694050	79.454640	78.823445	0.581829	581829.407172	15.032066	93.950415
mista-massiva/alta	perf001-A:ctrs-pad	16	312.354800	13.234200	72.471750	82.992100	95.009260	83.853910	0.576268	576268.200809	14.982003	93.637519
mista-massiva/alta	perf002-B:struct-pad	16	310.882850	18.161400	63.113100	72.199800	78.229890	73.289930	0.578997	578997.429040	14.905799	93.161243
mista-massiva/alta	perf003-C:wake-alvo	16	321.247350	14.703850	67.994250	77.984150	90.721050	79.301825	0.560317	560316.677583	14.915239	93.220246
mista-massiva/alta	perf004-D:ctr-worker	16	312.071800	14.417250	64.832350	75.262050	90.761620	76.625030	0.576891	576891.037009	14.807561	92.547253
mista-massiva/alta	perf005-E:elastic-lote	16	311.374850	12.687400	59.635650	67.592650	73.356640	69.167360	0.578084	578084.392612	14.635486	91.471785
mista-massiva/alta	all:bugs+A..E	16	311.367500	13.836600	65.721350	77.120200	78.147220	78.429435	0.578095	578095.113882	14.643745	91.523404
mista-massiva/alta	TBB	16	319.877500	127.067100	251.140350	254.208250	256.491960	254.445430	0.562717	562716.801493	14.721089	92.006807
mista-massiva/alta	WinTP	16	315.334400	111.607450	203.186800	205.209800	209.965580	205.429035	0.570823	570822.840343	14.571895	91.074346
mista-massiva/ultra	oficial	16	493.463900	15.228250	80.412350	99.810850	116.786610	102.498335	0.486361	486361.208786	14.817175	92.607344
mista-massiva/ultra	bug001	16	477.785050	14.811250	78.529750	102.413600	156.346970	104.576865	0.502323	502322.521726	14.845782	92.786135
mista-massiva/ultra	perf001-A:ctrs-pad	16	487.042800	15.254000	71.702450	83.547700	113.943880	85.070755	0.492777	492776.709667	14.795871	92.474194
mista-massiva/ultra	perf002-B:struct-pad	16	487.495250	14.257350	69.719250	90.576650	123.001930	92.691675	0.492317	492317.103476	14.850362	92.814764
mista-massiva/ultra	perf003-C:wake-alvo	16	493.654700	19.353350	81.685550	104.620250	114.076150	105.883265	0.486224	486224.046547	14.683811	91.773816
mista-massiva/ultra	perf004-D:ctr-worker	16	491.317400	15.942450	80.338500	94.463350	130.429670	96.362180	0.488493	488493.000854	14.495015	90.593842
mista-massiva/ultra	perf005-E:elastic-lote	16	493.952400	12.809850	86.126950	99.894900	146.373590	101.758015	0.485887	485887.418917	14.709038	91.931489
