scenario	adapter	wrk	wall_ms	p50_ms	p99_ms	p999_ms	max_ms	max10_ms	Mtask_s	tasks_s	cores	cpu_pct	xTBB	xWinTP
media/baixa	g1-ring	16	29.109800	13.958400	26.590300	26.884400	27.157967	26.922720	0.687054	687053.844410	14.960052	93.500322	1.011529	0.992621
media/baixa	g2-sub	16	27.884400	10.001900	22.206300	22.415500	22.710500	22.430100	0.717247	717246.919424	15.209518	95.059487	1.055981	1.036242
media/baixa	g3-wrk	16	28.672400	13.041300	25.761600	25.922200	24.998100	25.933570	0.697535	697534.911622	15.826963	98.918521	1.026960	1.007764
media/baixa	g4-park	16	28.405500	12.665300	25.005000	25.146500	25.067500	25.159160	0.704089	704088.996849	17.602225	110.013906	1.036609	1.017233
media/baixa	all	16	29.292500	13.964900	27.272900	27.630500	27.986767	28.091560	0.682769	682768.626782	15.251342	95.320888	1.005220	0.986430
media/baixa	final	16	29.016500	13.903400	26.655500	26.811700	27.222933	26.831810	0.689263	689263.005531	7.334328	45.839550	1.014781	0.995813
media/baixa	TBB	16	29.445400	11.145500	21.452000	21.698700	21.525733	21.718560	0.679223	679223.240302	14.258652	89.116572	1.000000	0.981308
media/baixa	WinTP	16	28.895000	9.992200	18.566900	18.706900	19.262767	18.723640	0.692161	692161.273577	17.304032	108.150199	1.019048	1.000000
media/media	oficial	16	106.216600	26.147000	52.897500	53.066700	49.581433	53.093870	0.564883	564883.455128	14.860567	92.878542	0.984565	1.019139
media/media	g1-ring	16	104.953900	25.706800	36.223300	37.041200	55.178300	53.489900	0.571680	571679.565981	16.078488	100.490549	0.996410	1.031400
media/media	g2-sub	16	108.930200	8.016800	89.877200	91.121600	93.416200	91.232890	0.550811	550811.437049	14.518480	90.740502	0.960038	0.993751
media/media	g3-wrk	16	104.459000	21.707600	52.277800	52.417000	50.225233	52.484380	0.574388	574388.037412	14.509478	90.684238	1.001131	1.036287
media/media	g4-park	16	105.737300	25.336900	44.057100	45.285800	45.620767	45.404020	0.567444	567444.033468	16.211612	101.322575	0.989028	1.023759
media/media	all	16	103.275100	8.030900	91.274300	92.104700	87.925733	92.239200	0.580973	580972.567444	14.373019	89.831370	1.012607	1.048166
media/media	final	16	103.251500	25.901300	39.605000	41.258000	57.236733	44.614670	0.581105	581105.359244	14.527634	90.797712	1.012839	1.048406
media/media	TBB	16	104.577100	41.313100	82.093800	82.800500	82.584300	82.858130	0.573739	573739.375064	14.601766	91.261038	1.000000	1.035117
media/media	WinTP	16	108.249500	39.751000	78.058900	78.707400	81.537967	78.777780	0.554275	554275.077483	14.434247	90.214043	0.966075	1.000000
media/alta	oficial	16	246.140100	29.956100	53.714800	57.106100	56.077733	57.260950	0.487527	487527.225348	14.987906	93.674410	1.050105	1.021985
media/alta	g1-ring	16	251.064400	31.881500	54.490300	57.470200	72.678733	62.857940	0.477965	477965.016147	15.060877	94.130480	1.029508	1.001940
media/alta	g2-sub	16	252.320200	10.846500	237.358600	239.613100	192.680667	239.850170	0.475586	475586.179783	15.233620	95.210124	1.024384	0.996953
media/alta	g3-wrk	16	255.440500	29.623300	53.541100	56.637000	55.134133	56.943240	0.469777	469776.719040	14.788065	92.425408	1.011871	0.984775
media/alta	g4-park	16	253.669000	32.557100	41.729600	43.960100	46.077567	44.167360	0.473057	473057.409459	14.536660	90.854125	1.018938	0.991653
media/alta	all	16	251.248700	11.437800	218.857800	221.112400	185.322933	222.188800	0.477614	477614.411537	15.663420	97.896377	1.028753	1.001205
media/alta	final	16	249.248900	30.753400	48.648200	49.866000	61.757967	51.026530	0.481446	481446.457738	15.282885	95.518034	1.037007	1.009238
media/alta	TBB	16	258.472900	107.809100	209.241300	211.260200	208.646600	211.417370	0.464265	464265.305957	15.553628	97.210172	1.000000	0.973222
media/alta	WinTP	16	251.551500	100.888400	187.357100	188.870500	191.876700	189.052690	0.477039	477039.492907	15.218057	95.112855	1.027515	1.000000
media/ultra	oficial	16	418.358700	31.082800	50.268900	50.906700	62.491133	52.238070	0.430253	430252.795030	15.520998	97.006239	1.050682	1.072833
media/ultra	g1-ring	16	435.295400	37.273400	57.004700	57.286000	77.120567	69.865260	0.413512	413512.295329	14.964368	93.527300	1.009801	1.031090
media/ultra	g2-sub	16	434.528900	12.632700	218.762600	224.671900	242.122300	225.137120	0.414242	414241.722472	15.649287	97.808044	1.011583	1.032909
media/ultra	g3-wrk	16	463.411000	28.011500	94.833500	98.019500	89.935300	98.206740	0.388424	388424.098694	14.838408	92.740052	0.948536	0.968533
media/ultra	g4-park	16	423.264600	31.937100	50.076800	51.680700	52.456700	52.396000	0.425266	425265.897502	15.430655	96.441594	1.038504	1.060398
media/ultra	all	16	437.005700	12.236700	418.392700	422.416100	340.402933	422.859040	0.411894	411893.940971	15.159985	94.749908	1.005849	1.027055
media/ultra	final	16	431.929900	36.207700	78.072900	82.553100	82.480400	82.809700	0.416734	416734.289522	15.260922	95.380760	1.017670	1.039124
media/ultra	TBB	16	439.561900	192.014800	380.020000	383.679200	384.687367	383.955560	0.409499	409498.639441	15.437631	96.485192	1.000000	1.021082
media/ultra	WinTP	16	448.828900	183.311200	349.800000	352.717900	353.817100	353.039420	0.401044	401043.693933	15.317641	95.735257	0.979353	1.000000
mista/baixa	oficial	16	25.475300	1.514400	21.885500	22.507800	23.033700	22.554670	0.785074	785074.169882	9.874710	61.716936	0.992793	0.998269
mista/baixa	g1-ring	16	24.985400	1.655100	22.756900	23.493200	24.257233	23.631110	0.800467	800467.473004	10.033190	62.707436	1.012259	1.017842
mista/baixa	g2-sub	16	24.961100	11.624400	22.750300	22.947100	23.349533	22.963870	0.801247	801246.739927	17.560196	109.751227	1.013245	1.018833
mista/baixa	g3-wrk	16	24.863400	1.507400	21.724300	22.370400	22.376600	22.408500	0.804395	804395.215457	12.679677	79.247978	1.017226	1.022837
mista/baixa	g4-park	16	24.710800	1.332800	21.560800	22.142700	22.228633	22.190870	0.809363	809362.707804	19.434002	121.462510	1.023508	1.029153
mista/baixa	all	16	24.489800	11.609700	22.940100	23.260900	23.394500	23.347100	0.816667	816666.530556	20.416663	127.604145	1.032744	1.038440
mista/baixa	final	16	24.857400	2.047900	22.613200	23.287500	23.186333	23.344100	0.804589	804589.377811	18.624101	116.400632	1.017472	1.023084
mista/baixa	TBB	16	25.291700	9.281600	18.219000	18.510300	18.594433	18.540510	0.790773	790773.257630	17.298165	108.113531	1.000000	1.005516
mista/baixa	WinTP	16	25.431200	8.296200	15.839700	15.988400	15.980733	16.001630	0.786436	786435.559470	13.168456	82.302849	0.994515	1.000000
mista/media	oficial	16	86.724500	19.376600	46.756400	47.077400	49.001067	47.383580	0.691846	691846.018138	14.372442	89.827761	1.037246	1.065888
mista/media	g1-ring	16	86.149100	18.932700	76.620400	79.828600	77.810700	80.243410	0.696467	696466.939295	15.254591	95.341192	1.044173	1.073007
mista/media	g2-sub	16	86.423700	6.304900	83.175400	83.834700	74.338700	83.905280	0.694254	694254.006713	14.635700	91.473124	1.040856	1.069598
mista/media	g3-wrk	16	87.520900	18.705600	65.122000	67.871200	71.651767	67.907570	0.685551	685550.537072	14.531200	90.820001	1.027807	1.056189
mista/media	g4-park	16	88.370900	21.338000	78.586900	81.796700	73.009833	82.002980	0.678957	678956.534334	14.483401	90.521258	1.017921	1.046030
mista/media	all	16	87.368600	6.765300	85.322400	86.118800	89.751667	86.547030	0.686746	686745.581364	17.078546	106.740913	1.029599	1.058030
mista/media	final	16	87.333700	13.483800	50.619100	51.021100	52.935767	51.921110	0.687020	687020.016328	15.060538	94.128364	1.030010	1.058453
mista/media	TBB	16	89.954600	34.969300	69.164800	69.986500	67.730433	70.059480	0.667003	667003.132691	13.048918	81.555734	1.000000	1.027614
mista/media	WinTP	16	92.438600	32.408000	63.396800	63.990200	64.295267	64.031580	0.649079	649079.497093	13.393482	83.709266	0.973128	1.000000
mista/alta	oficial	16	255.522100	23.193900	97.513800	111.978200	137.390033	113.384730	0.469627	469626.697652	13.031279	81.445493	0.795438	0.784879
mista/alta	g1-ring	16	216.401500	21.885900	67.550000	69.818700	83.605533	76.396900	0.554525	554524.806898	14.294860	89.342873	0.939236	0.926768
mista/alta	g2-sub	16	217.281900	9.211600	188.808900	190.137000	156.205000	190.283200	0.552278	552277.939396	14.839567	92.747293	0.935430	0.923013
mista/alta	g3-wrk	16	239.436200	17.458000	94.611500	107.237600	133.940000	108.376150	0.501177	501177.349123	14.030355	87.689722	0.848877	0.837609
mista/alta	g4-park	16	199.219900	26.453500	99.004500	111.404800	115.563267	112.463090	0.602349	602349.464085	14.666582	91.666138	1.020239	1.006697
mista/alta	all	16	197.908000	10.729200	106.743000	109.108700	125.236133	109.847360	0.606342	606342.340886	16.139262	100.870388	1.027002	1.013370
mista/alta	final	16	196.764900	22.984000	66.100900	74.142200	78.144633	75.152510	0.609865	609864.869192	16.040717	100.254479	1.032969	1.019257
mista/alta	TBB	16	203.252000	82.553300	160.763700	162.464000	163.161700	162.578300	0.590400	590400.094464	15.144377	94.652359	1.000000	0.986726
mista/alta	WinTP	16	200.554000	70.645100	139.995500	141.195900	143.089600	141.333600	0.598343	598342.591023	14.368644	89.804023	1.013453	1.000000
mista/ultra	oficial	16	353.761000	18.572900	98.397100	119.209300	119.776600	121.863840	0.508818	508818.100356	14.646933	91.543332	0.984011	1.026814
mista/ultra	g1-ring	16	332.015000	13.574300	87.607800	97.625300	111.408133	116.192060	0.542144	542144.180233	15.624294	97.651838	1.048461	1.094067
mista/ultra	g2-sub	16	352.801600	14.447300	117.091700	120.569000	167.583400	120.988670	0.510202	510201.767792	14.482290	90.514311	0.986687	1.029606
mista/ultra	g3-wrk	16	370.809000	21.265500	85.533500	88.293200	92.500533	91.073590	0.485425	485425.111041	14.093097	88.081856	0.938771	0.979606
mista/ultra	g4-park	16	362.746900	22.579000	69.821900	73.528300	74.414333	74.444360	0.496214	496213.751241	15.162087	94.763043	0.959635	1.001378
mista/ultra	all	16	383.771500	13.998100	107.361300	110.681100	151.804267	115.802300	0.469029	469029.096741	13.395015	83.718844	0.907063	0.946518
mista/ultra	final	16	397.690600	18.968400	87.480200	99.583900	104.544033	103.692070	0.452613	452613.162091	13.476243	84.226516	0.875316	0.913390
mista/ultra	TBB	16	348.104800	145.127400	283.506400	286.923100	324.306033	287.142620	0.517086	517085.659261	15.022992	93.893697	1.000000	1.043498
mista/ultra	WinTP	16	363.246600	132.650700	247.290400	249.503600	260.590867	249.790010	0.495531	495531.135047	13.893798	86.836239	0.958315	1.000000
satur/alta	oficial	16	48.348100	0.000500	0.000900	0.006600	1.043533	0.368970	3.309334	3309333.769062	7.756251	48.476569	1.502034	2.625156
satur/alta	g1-ring	16	25.223200	0.000400	0.001000	0.002000	0.266133	0.070650	6.343366	6343366.424562	10.530979	65.818621	2.879115	5.031927
satur/alta	g2-sub	16	51.725500	0.000500	0.001200	0.010400	1.625967	0.330590	3.093252	3093251.877701	8.760186	54.751162	1.403959	2.453747
satur/alta	g3-wrk	16	101.059600	0.000500	0.001000	0.005300	1.517100	0.236400	1.583224	1583224.156834	8.812424	55.077652	0.718591	1.255905
satur/alta	g4-park	16	49.070500	0.000500	0.000900	0.003500	1.393700	0.170560	3.260615	3260614.829684	9.871002	61.693762	1.479922	2.586509
satur/alta	all	16	40.656000	0.000400	0.000800	0.002900	0.810400	0.090730	3.935458	3935458.480913	7.279041	45.494004	1.786219	3.121834
satur/alta	final	16	30.605400	0.000400	0.000900	0.004700	1.438367	0.261680	5.227836	5227835.610709	7.147431	44.671447	2.372800	4.147023
satur/alta	TBB	16	72.620500	0.002800	0.017400	0.075000	9.172933	4.032960	2.203235	2203234.623832	5.378991	33.618692	1.000000	1.747734
satur/alta	WinTP	16	126.921300	0.046000	5.424300	5.511400	6.131033	5.638890	1.260624	1260623.709338	3.077695	19.235591	0.572170	1.000000
satur/ultra	oficial	16	73.205900	0.000500	0.000800	0.002500	1.578300	0.236880	3.278424	3278424.280010	10.249101	64.056883	1.454743	2.462665
satur/ultra	g1-ring	16	43.649000	0.000400	0.000700	0.001500	1.242800	0.132730	5.498408	5498407.752755	12.170955	76.068467	2.439822	4.130257
satur/ultra	g2-sub	16	84.207800	0.000500	0.001000	0.005300	3.922967	0.723960	2.850092	2850092.271737	9.092091	56.825570	1.264679	2.140913
satur/ultra	g3-wrk	16	143.129300	0.000500	1.238100	1.545000	2.625867	1.806990	1.676806	1676805.517808	7.346376	45.914853	0.744053	1.259572
satur/ultra	g4-park	16	72.292000	0.000500	0.759800	0.969700	5.547300	1.559330	3.319869	3319869.418470	8.741247	54.632791	1.473134	2.493797
satur/ultra	all	16	66.763500	0.000400	0.001000	0.002100	0.252533	0.104700	3.594779	3594778.584107	8.672245	54.201529	1.595120	2.700302
satur/ultra	final	16	41.136200	0.000400	0.000900	0.001900	0.529633	0.103700	5.834277	5834277.351822	11.033168	68.957299	2.588858	4.382554
satur/ultra	TBB	16	106.495800	0.002400	0.011700	0.041600	10.996133	2.790230	2.253610	2253610.001521	8.792154	54.950961	1.000000	1.692852
satur/ultra	WinTP	16	180.281600	0.015200	1.047200	1.107400	1.369300	1.125820	1.331251	1331250.665625	3.553469	22.209179	0.590719	1.000000
rajada-curta/media	oficial	16	17.450700	0.000500	0.000800	0.002300	0.090233	0.011950	3.438257	3438257.491104	10.744555	67.153467	1.589930	2.415410
rajada-curta/media	g1-ring	16	10.073000	0.000400	0.001100	0.001900	0.016233	0.008780	5.956517	5956517.422813	17.582356	109.889723	2.754433	4.184513
rajada-curta/media	g2-sub	16	21.137000	0.000600	0.001000	0.002900	0.285367	0.017190	2.838624	2838624.213465	8.870701	55.441879	1.312646	1.994162
rajada-curta/media	g3-wrk	16	31.994900	0.000500	0.000900	0.002700	0.193767	0.059280	1.875299	1875298.875758	11.111177	69.444856	0.867182	1.317416
rajada-curta/media	g4-park	16	18.417500	0.000500	0.000800	0.002200	0.148567	0.012280	3.257771	3257771.141577	9.915389	61.971179	1.506469	2.288617
rajada-curta/media	all	16	16.307500	0.000400	0.000900	0.002400	0.014267	0.007970	3.679289	3679288.670857	11.830549	73.940929	1.701389	2.584737
rajada-curta/media	final	16	10.628200	0.000400	0.000800	0.001300	0.022867	0.006770	5.645359	5645358.574359	17.641746	110.260910	2.610546	3.965921
rajada-curta/media	TBB	16	27.745400	0.001900	0.008500	0.026000	0.377367	0.128410	2.162521	2162520.634051	11.826285	73.914279	1.000000	1.519192
rajada-curta/media	WinTP	16	42.150600	0.013400	0.055400	0.145700	0.126100	0.151620	1.423467	1423467.281605	3.885410	24.283813	0.658244	1.000000
rajada-mista/media	oficial	16	131.765700	14.253600	69.791800	73.236700	76.532033	73.502410	0.455354	455353.707376	14.821162	92.632261	0.925650	0.919644
rajada-mista/media	g1-ring	16	115.381700	17.544000	53.998900	54.564600	75.879800	54.684380	0.520013	520013.138999	13.812849	86.330306	1.057091	1.050232
rajada-mista/media	g2-sub	16	128.069100	9.738100	110.632800	111.289200	104.131800	111.371200	0.468497	468497.084777	13.517185	84.482408	0.952368	0.946189
rajada-mista/media	g3-wrk	16	125.589200	20.618700	89.808300	93.008200	98.059267	93.312070	0.477748	477748.086619	14.575957	91.099733	0.971173	0.964873
rajada-mista/media	g4-park	16	113.597100	29.579500	62.380400	63.412700	76.730667	63.629030	0.528182	528182.497617	15.225019	95.156369	1.073697	1.066731
rajada-mista/media	all	16	113.515400	9.394400	110.560500	111.514000	112.492900	111.823770	0.528563	528562.644364	15.213866	95.086663	1.074470	1.067499
rajada-mista/media	final	16	109.361000	22.637200	77.603200	81.892400	81.721000	82.483640	0.548642	548641.654703	16.154353	100.964709	1.115287	1.108051
rajada-mista/media	TBB	16	121.968900	49.118500	102.040000	103.392200	113.937267	103.473480	0.491929	491928.680180	13.451175	84.069843	1.000000	0.993512
rajada-mista/media	WinTP	16	121.177600	52.553300	96.169800	96.979000	96.922833	97.069220	0.495141	495141.016161	14.986387	93.664921	1.006530	1.000000
mista-massiva/alta	oficial	16	302.147800	24.285800	76.586600	94.595400	99.842333	96.028900	0.595735	595734.935022	15.477694	96.735585	1.020621	1.016120
mista-massiva/alta	g1-ring	16	300.737300	18.794800	120.307400	130.123800	121.461267	132.425830	0.598529	598529.015190	15.380061	96.125380	1.025408	1.020886
mista-massiva/alta	g2-sub	16	301.764700	7.949700	139.620000	142.153700	181.160400	142.402770	0.596491	596491.239698	15.463606	96.647540	1.021917	1.017410
mista-massiva/alta	g3-wrk	16	295.279000	23.467700	59.648600	63.626400	66.447200	64.649880	0.609593	609592.961233	16.145740	100.910876	1.044363	1.039757
mista-massiva/alta	g4-park	16	311.391300	24.199300	73.138000	87.635500	93.083333	89.385140	0.578051	578050.831863	15.153763	94.711020	0.990324	0.985957
mista-massiva/alta	all	16	301.306700	10.234000	103.243200	109.375000	175.465300	113.711370	0.597398	597397.933733	15.505380	96.908627	1.023470	1.018957
mista-massiva/alta	final	16	304.951800	22.888000	77.900500	85.018400	96.857033	89.385250	0.590257	590257.214419	15.343522	95.897011	1.011237	1.006777
mista-massiva/alta	TBB	16	308.378400	125.833500	247.723000	250.067700	249.902433	250.265720	0.583698	583698.469153	15.476326	96.727038	1.000000	0.995590
mista-massiva/alta	WinTP	16	307.018500	109.682400	214.123100	216.108000	216.624800	216.325690	0.586284	586283.888430	15.318702	95.741889	1.004429	1.000000
mista-massiva/ultra	oficial	16	467.970900	25.152000	72.294100	83.713100	128.081767	86.025350	0.512852	512852.401720	15.279673	95.497954	1.018059	1.005380
mista-massiva/ultra	g1-ring	16	468.825200	25.459800	94.179400	121.810400	121.687067	125.020200	0.511918	511917.874722	15.328217	95.801356	1.016204	1.003548
mista-massiva/ultra	g2-sub	16	468.902400	9.197500	455.923400	460.203600	335.750400	460.681710	0.511834	511833.592662	15.694897	98.093108	1.016036	1.003382
mista-massiva/ultra	g3-wrk	16	473.527400	13.504600	104.521600	114.471500	130.642100	116.574090	0.506834	506834.451396	15.145639	94.660243	1.006113	0.993582
mista-massiva/ultra	g4-park	16	467.623500	30.688900	99.326100	128.647500	127.661833	131.747800	0.513233	513233.402513	15.500492	96.878074	1.018815	1.006127
mista-massiva/ultra	all	16	467.369100	12.936500	186.611900	190.392500	214.977133	191.197440	0.513513	513512.767532	15.813251	98.832820	1.019370	1.006674
mista-massiva/ultra	final	16	467.427400	29.298000	73.793400	95.762400	97.485233	98.209790	0.513449	513448.719523	15.927897	99.549357	1.019243	1.006549
mista-massiva/ultra	TBB	16	476.421900	198.241300	381.582900	385.046200	388.234733	385.571680	0.503755	503755.180020	15.557376	97.233602	1.000000	0.987546
mista-massiva/ultra	WinTP	16	470.488400	181.384400	346.023400	349.405300	348.670200	349.722690	0.510108	510108.219459	15.723934	98.274585	1.012611	1.000000
malloc-default/media	oficial	16	34.090900	7.026000	12.066800	12.154500	14.087600	12.175640	1.760000	1760000.469333	14.666671	91.666691	1.052339	1.428757
malloc-default/media	g1-ring	16	32.700600	8.063900	11.335500	11.418800	13.122767	11.452240	1.834829	1834828.718739	15.316187	95.726171	1.097081	1.489502
malloc-default/media	g2-sub	16	33.646500	2.274400	30.959800	31.189700	31.232400	31.217810	1.783246	1783246.400071	14.845121	92.782005	1.066239	1.447628
