scenario	adapter	wrk	wall_ms	p50_ms	p99_ms	p999_ms	max_ms	max10_ms	Mtask_s	tasks_s	cores	cpu_pct	xTBB	xWinTP
malloc-default/media	g3-wrk	16	33.854900	7.048200	16.150700	16.223100	15.206133	16.236470	1.772269	1772269.302228	15.005057	93.781604	1.059675	1.438716
malloc-default/media	g4-park	16	33.328200	8.323700	11.680000	11.699900	12.623733	11.705310	1.800277	1800277.242695	15.051355	94.070970	1.076422	1.461453
malloc-default/media	all	16	33.367100	2.882400	31.671600	31.927400	32.210800	31.965590	1.798178	1798178.445235	14.984820	93.655127	1.075167	1.459749
malloc-default/media	final	16	33.035200	7.929500	16.515700	17.033200	15.732933	17.083060	1.816244	1816244.490725	15.135371	94.596067	1.085969	1.474415
malloc-default/media	TBB	16	35.875200	5.868900	12.155700	12.767300	12.549033	12.812000	1.672465	1672464.543752	17.720957	110.755981	1.000000	1.357696
malloc-default/media	WinTP	16	48.707600	0.040800	0.117900	0.138200	0.200067	0.149120	1.231841	1231840.616249	10.260316	64.126975	0.736542	1.000000
malloc-default/alta	oficial	16	66.693000	8.593000	11.760200	11.887800	13.587400	11.907390	1.799289	1799289.280734	15.108661	94.429134	1.063807	1.446605
malloc-default/alta	g1-ring	16	67.506600	8.416100	12.473500	12.623800	15.957733	12.737310	1.777604	1777603.967612	14.561674	91.010464	1.050986	1.429170
malloc-default/alta	g2-sub	16	67.114500	2.296200	46.869400	47.309200	49.259533	47.357950	1.787989	1787989.182665	15.159853	94.749082	1.057126	1.437519
malloc-default/alta	g3-wrk	16	66.734100	8.200300	16.959500	17.162200	17.520600	17.370380	1.798181	1798181.139777	18.443161	115.269757	1.063152	1.445714
malloc-default/alta	g4-park	16	67.835100	8.477300	13.657200	14.580400	14.706200	14.669940	1.768996	1768995.696918	14.511293	90.695580	1.045897	1.422249
malloc-default/alta	all	16	65.736000	3.826100	63.764400	64.270900	59.418000	64.368730	1.825484	1825483.753195	15.212365	95.077279	1.079294	1.467665
malloc-default/alta	final	16	66.998900	8.438500	16.422500	16.519800	23.498633	17.084610	1.791074	1791074.181815	14.849684	92.810525	1.058950	1.440000
malloc-default/alta	TBB	16	70.948500	10.855800	22.262800	23.100900	23.472267	23.176450	1.691368	1691367.682192	16.927899	105.799366	1.000000	1.359837
malloc-default/alta	WinTP	16	96.478400	0.040300	0.114300	0.149000	0.184933	0.159740	1.243802	1243801.721422	10.742660	67.141622	0.735382	1.000000
lento-misto	oficial	16	1001.341200	141.997400	964.112100	983.094200	981.302000	981.876150	0.003995	3994.642386	15.557884	97.236776	1.074980	1.033492
lento-misto	g1-ring	16	1005.688800	31.772600	948.461800	979.327200	990.580133	978.954340	0.003977	3977.373518	15.691981	98.074884	1.070333	1.029024
lento-misto	g2-sub	16	994.905100	489.575700	969.387200	976.334400	999.116333	976.747360	0.004020	4020.483964	15.596176	97.476099	1.081934	1.040178
lento-misto	g3-wrk	16	990.844700	215.759600	951.205200	967.183500	965.092100	966.441550	0.004037	4036.959576	15.820801	98.880009	1.086368	1.044440
lento-misto	g4-park	16	983.890100	35.529600	957.434300	970.433200	975.973667	970.723110	0.004065	4065.494713	15.769673	98.560455	1.094046	1.051823
lento-misto	all	16	1016.622300	500.369600	979.798400	999.167900	1007.759700	996.668910	0.003935	3934.597933	15.431001	96.443758	1.058821	1.017957
lento-misto	final	16	1013.167200	0.610200	949.918200	976.147000	1004.903900	975.939870	0.003948	3948.015688	15.445367	96.533542	1.062432	1.021429
lento-misto	TBB	16	1076.421500	535.462600	1055.176400	1066.026200	1072.702067	1064.788710	0.003716	3716.016449	15.343084	95.894272	1.000000	0.961406
lento-misto	WinTP	16	1034.878200	503.631900	1015.660000	1025.509300	1038.252867	1024.816350	0.003865	3865.189159	15.534852	97.092828	1.040143	1.000000
