scenario	adapter	wrk	wall_ms	p50_ms	p99_ms	p999_ms	max_ms	max10_ms	Mtask_s	tasks_s	cores	cpu_pct	xTBB	xWinTP
mista-massiva/ultra	final	16	492.242800	13.101400	82.369400	104.568600	155.221767	107.707970	0.487564	487564.267065	15.186939	94.918372	0.976789	0.935649
mista-massiva/ultra	TBB	16	480.817200	201.556800	399.747400	403.739400	407.539267	404.195980	0.499150	499150.196790	15.432741	96.454630	1.000000	0.957883
mista-massiva/ultra	WinTP	16	460.566600	173.621900	339.404700	340.921300	342.757333	341.145730	0.521097	521097.274531	15.670214	97.938838	1.043969	1.000000
malloc-default/media	oficial	16	34.151700	4.643300	14.921200	14.928600	14.754333	14.930080	1.756867	1756867.154490	13.725525	85.784529	1.037740	1.411613
malloc-default/media	g1-ring	16	32.758300	7.932500	11.655100	11.718900	13.687000	11.764330	1.831597	1831596.877738	15.263307	95.395671	1.081882	1.471658
malloc-default/media	g2-sub	16	33.713600	2.409500	30.606200	30.831000	28.377000	30.855640	1.779697	1779697.214181	15.026973	93.918584	1.051226	1.429957
malloc-default/media	g3-wrk	16	33.046600	7.197800	11.187200	11.226100	11.450933	11.240810	1.815618	1815617.945568	14.225863	88.911646	1.072443	1.458819
malloc-default/media	g4-park	16	32.710600	8.200900	11.639700	11.672900	11.565367	11.686910	1.834268	1834267.790869	15.380356	96.127226	1.083459	1.473804
malloc-default/media	all	16	32.478700	2.903400	30.682200	30.938800	30.986767	30.976810	1.847365	1847364.580479	14.913620	93.210127	1.091195	1.484327
malloc-default/media	final	16	34.068200	8.290100	15.086700	15.149500	14.887700	15.163560	1.761173	1761173.176158	14.676443	91.727770	1.040284	1.415073
malloc-default/media	TBB	16	35.440600	5.112200	10.927100	11.562500	12.173400	11.624950	1.692974	1692973.595255	14.157007	88.481293	1.000000	1.360276
malloc-default/media	WinTP	16	48.209000	0.041300	0.118800	0.173000	0.173400	0.180150	1.244581	1244580.887386	12.641402	79.008764	0.735145	1.000000
malloc-default/alta	oficial	16	67.394500	8.350700	11.798400	11.877500	13.198833	11.895580	1.780561	1780560.728249	15.236981	95.231130	1.060250	1.440696
malloc-default/alta	g1-ring	16	64.778300	8.219300	11.824900	11.910500	21.642000	11.950850	1.852472	1852472.201339	15.258245	95.364032	1.103070	1.498882
malloc-default/alta	g2-sub	16	66.069800	2.409700	61.339800	61.797700	55.423167	61.843390	1.816261	1816260.984595	14.881617	93.010105	1.081508	1.469582
malloc-default/alta	g3-wrk	16	66.750900	6.556800	30.938000	32.840500	27.543767	32.865940	1.797729	1797728.569952	14.932550	93.328435	1.070472	1.454587
malloc-default/alta	g4-park	16	66.756600	8.488800	11.642300	11.674200	11.818767	11.685950	1.797575	1797575.071229	15.017789	93.861179	1.070381	1.454463
malloc-default/alta	all	16	65.498700	2.979500	62.554400	63.083000	64.026700	63.147230	1.832097	1832097.430941	15.426814	96.417585	1.090938	1.482396
malloc-default/alta	final	16	67.313800	6.712500	16.863200	16.961600	23.983800	17.409620	1.782695	1782695.375985	14.855795	92.848717	1.061521	1.442423
malloc-default/alta	TBB	16	71.455000	10.498000	22.784300	24.069900	24.130567	24.189050	1.679379	1679378.629907	14.104532	88.153322	1.000000	1.358827
malloc-default/alta	WinTP	16	97.095000	0.040800	0.116800	0.145400	0.161133	0.152260	1.235903	1235902.981616	11.103816	69.398849	0.735929	1.000000
lento-misto	oficial	16	1070.834700	270.575500	1039.659100	1058.407900	1035.077733	1057.716360	0.003735	3735.403793	15.642003	97.762521	1.003794	1.001446
lento-misto	g1-ring	16	1018.568100	8.786600	951.617400	999.170500	1007.069967	996.444360	0.003927	3927.081557	15.772239	98.576493	1.055302	1.052834
lento-misto	g2-sub	16	1029.597600	504.441200	987.165800	997.143700	1011.511733	996.348510	0.003885	3885.012941	15.508447	96.927794	1.043997	1.041555
lento-misto	g3-wrk	16	1012.693600	2.588500	955.216900	973.189800	982.660733	972.331400	0.003950	3949.862031	15.506294	96.914339	1.061424	1.058941
lento-misto	g4-park	16	990.577600	31.554500	949.971100	967.941900	986.913400	967.700910	0.004038	4038.048104	15.631663	97.697892	1.085122	1.082584
lento-misto	all	16	1064.119200	535.239100	1037.828200	1055.707700	1055.359467	1053.042860	0.003759	3758.977378	15.461731	96.635820	1.010129	1.007766
lento-misto	final	16	1011.540800	28.626400	939.164100	959.218100	988.489033	957.962380	0.003954	3954.363482	15.490738	96.817115	1.062634	1.060148
lento-misto	TBB	16	1074.897200	535.372200	1054.955400	1063.153600	1063.491000	1063.391940	0.003721	3721.286091	15.589576	97.434852	1.000000	0.997661
lento-misto	WinTP	16	1072.383000	527.528700	1049.327800	1061.031000	1042.022067	1059.795630	0.003730	3730.010640	15.713918	98.211990	1.002344	1.000000
